date,CSI1000,CSI500,CYB,HS300,SH50
2016-07-15,8982.8857,6441.015,2263.784,3276.277,2192.3939
2016-07-18,8937.8551,6412.073,2249.871,3262.022,2187.9829
2016-07-19,8996.8328,6431.938,2273.719,3248.234,2175.3972
2016-07-20,8997.8904,6417.922,2268.535,3237.605,2167.1205
2016-07-21,9007.5537,6442.709,2265.128,3252.522,2177.7781
2016-07-22,8931.9659,6390.925,2249.999,3225.162,2157.2315
2016-07-25,8925.3406,6408.783,2245.885,3230.885,2159.5537
2016-07-26,9035.557,6494.474,2279.55,3269.588,2182.505
2016-07-27,8602.9204,6229.288,2155.386,3218.243,2173.9725
2016-07-28,8571.5646,6243.288,2139.744,3221.136,2163.8087
2016-07-29,8501.0902,6202.892,2122.412,3203.93,2155.2387
2016-08-01,8363.6101,6109.278,2099.179,3176.809,2147.5582
2016-08-02,8445.78,6168.508,2113.214,3189.052,2148.4547
2016-08-03,8482.1982,6198.388,2108.314,3193.507,2145.7877
2016-08-04,8553.0058,6238.23,2129.652,3201.288,2143.8436
2016-08-05,8505.3638,6203.287,2109.055,3205.11,2148.6819
2016-08-08,8607.3981,6290.756,2130.594,3234.183,2159.6726
2016-08-09,8699.3882,6341.549,2154.505,3256.981,2175.345
2016-08-10,8671.7783,6318.268,2137.001,3243.34,2170.1028
2016-08-11,8531.6919,6226.312,2103.395,3233.36,2177.0644
2016-08-12,8615.0533,6299.091,2123.841,3294.233,2222.4884
2016-08-15,8807.832,6442.527,2193.211,3393.423,2287.6559
2016-08-16,8877.0657,6468.894,2201.096,3378.245,2257.6988
2016-08-17,8911.7475,6488.364,2208.195,3373.047,2253.7364
2016-08-18,8908.3247,6490.408,2201.594,3364.485,2244.7198
2016-08-19,8923.3628,6499.554,2204.556,3365.019,2249.3415
2016-08-22,8810.8425,6420.354,2167.4,3336.794,2237.1276
2016-08-23,8820.2101,6428.697,2174.158,3341.829,2241.9516
2016-08-24,8850.511,6435.058,2192.17,3329.863,2232.2134
2016-08-25,8784.5844,6382.57,2180.66,3308.972,2222.1523
2016-08-26,8814.4644,6410.733,2189.749,3307.09,2219.3076
2016-08-29,8836.9934,6427.529,2193.2,3307.781,2214.2593
2016-08-30,8838.4637,6425.754,2195.531,3311.987,2224.0621
2016-08-31,8838.3802,6434.21,2191.758,3327.793,2232.7117
2016-09-01,8770.7509,6381.475,2181.326,3301.576,2220.4031
2016-09-02,8724.9417,6356.953,2170.857,3314.114,2229.893
2016-09-05,8761.9617,6391.792,2182.694,3319.68,2228.7184
2016-09-06,8906.8682,6492.972,2222.837,3342.625,2232.4508
2016-09-07,8897.7972,6494.315,2212.053,3340.817,2236.5455
2016-09-08,8938.4306,6517.983,2223.468,3339.564,2236.6259
2016-09-09,8872.3135,6471.053,2202.967,3318.044,2229.3097
2016-09-12,8587.3986,6291.636,2145.563,3262.604,2199.9764
2016-09-13,8656.6797,6320.031,2145.868,3260.333,2193.1932
2016-09-14,8618.1493,6278.158,2144.557,3238.729,2176.523
2016-09-19,8716.4859,6344.181,2165.213,3263.124,2189.4611
2016-09-20,8712.2831,6342.032,2158.432,3257.403,2184.2066
2016-09-21,8731.9994,6343.754,2162.131,3266.636,2187.1542
2016-09-22,8770.0946,6385.635,2168.422,3291.121,2200.6981
2016-09-23,8729.6107,6370.583,2156.51,3275.666,2196.2903
2016-09-26,8544.1762,6241.515,2122.9,3220.283,2167.264
2016-09-27,8604.0991,6286.909,2140.803,3240.754,2176.4476
2016-09-28,8592.1261,6281.283,2139.628,3230.89,2166.7226
2016-09-29,8618.606,6298.791,2146.184,3244.387,2175.3696
2016-09-30,8661.019,6328.085,2149.901,3253.284,2177.3524
2016-10-10,8842.818,6447.693,2208.469,3293.868,2202.8725
2016-10-11,8903.459,6486.425,2210.861,3306.557,2209.2276
2016-10-12,8915.4406,6482.737,2209.685,3300.009,2200.9969
2016-10-13,8929.511,6484.831,2208.567,3302.645,2202.1167
2016-10-14,8913.6951,6469.491,2194.227,3305.848,2209.8145
2016-10-17,8832.0944,6413.148,2167.862,3277.878,2192.8845
2016-10-18,8966.6907,6509.282,2198.141,3321.332,2222.7832
2016-10-19,8954.2026,6495.257,2184.91,3316.24,2221.5341
2016-10-20,8995.4099,6498.237,2193.255,3318.604,2223.4242
2016-10-21,8943.0111,6475.28,2180.996,3327.74,2240.7496
2016-10-24,9000.7027,6539.466,2200.803,3367.577,2270.9504
2016-10-25,9039.4803,6563.353,2200.207,3367.454,2266.1718
2016-10-26,9000.7596,6530.389,2184.493,3354.8,2257.1164
2016-10-27,8997.0159,6517.359,2182.477,3345.695,2250.2589
2016-10-28,8914.6166,6455.834,2165.433,3340.126,2253.8017
2016-10-31,8910.5081,6452.206,2159.76,3336.278,2250.4693
2016-11-01,9006.7893,6507.95,2176.447,3359.052,2263.4785
2016-11-02,8946.7436,6455.13,2146.399,3333.352,2244.7436
2016-11-03,9004.8546,6483.732,2153.185,3365.085,2273.6329
2016-11-04,8979.9261,6462.593,2145.229,3354.175,2271.9263
2016-11-07,8975.566,6468.817,2130.301,3356.592,2276.9543
2016-11-08,9030.7309,6503.178,2150.303,3371.118,2282.4184
2016-11-09,8967.5963,6453.572,2123.845,3353.055,2263.9243
2016-11-10,9083.8442,6536.965,2143.321,3390.612,2289.4491
2016-11-11,9121.5092,6583.886,2147.107,3417.221,2308.4288
2016-11-14,9152.1653,6615.007,2161.686,3430.248,2317.7726
2016-11-15,9197.8606,6640.462,2179.3,3429.87,2310.901
2016-11-16,9211.9488,6644.188,2182.467,3429.592,2309.9426
2016-11-17,9174.4386,6636.469,2163.041,3436.535,2316.7211
2016-11-18,9146.2138,6602.327,2157.96,3417.455,2307.2741
2016-11-21,9167.4921,6611.54,2152.602,3441.111,2334.6776
2016-11-22,9244.2118,6661.246,2177.651,3468.364,2353.0023
2016-11-23,9180.011,6631.173,2165.707,3474.729,2360.3355
2016-11-24,9116.5664,6623.049,2146.627,3488.74,2368.7336
2016-11-25,9134.8153,6652.818,2167.528,3521.298,2393.9464
2016-11-28,9133.9097,6670.804,2166.045,3535.081,2403.1352
2016-11-29,9031.2898,6620.795,2160.346,3564.04,2441.5786
2016-11-30,9014.913,6585.578,2183.049,3538.001,2419.4136
2016-12-01,9055.9856,6624.466,2181.929,3565.036,2431.3063
2016-12-02,8900.4144,6520.975,2143.452,3528.955,2416.5077
2016-12-05,8851.5163,6486.017,2143.878,3469.407,2375.2578
2016-12-06,8871.7288,6490.89,2122.259,3459.153,2368.6823
2016-12-07,8969.1357,6558.025,2134.987,3475.747,2376.9191
2016-12-08,8914.5121,6527.434,2114.711,3470.143,2379.0013
2016-12-09,8881.3429,6513.916,2099.888,3493.7,2411.3144
2016-12-12,8397.4837,6249.078,1984.395,3409.179,2387.1588
2016-12-13,8433.5874,6278.179,1985.043,3405.036,2372.9307
2016-12-14,8378.0562,6239.499,1963.08,3378.945,2360.3788
2016-12-15,8467.7081,6280.398,1975.854,3340.434,2309.8159
2016-12-16,8559.9905,6318.524,1998.113,3346.031,2302.3152
2016-12-19,8551.3258,6320.7324,1980.4102,3328.9827,2291.3842
2016-12-20,8546.1909,6300.6383,1982.2972,3309.0641,2279.6828
2016-12-21,8609.4052,6347.6058,1991.6964,3338.536,2297.3706
2016-12-22,8607.9453,6341.7879,1986.2744,3335.672,2292.0412
2016-12-23,8509.361,6281.9966,1964.5412,3307.5991,2278.4779
2016-12-26,8547.0972,6294.7546,1974.0101,3322.4006,2294.7094
2016-12-27,8555.9901,6288.8594,1968.6195,3316.3852,2286.9617
2016-12-28,8521.3751,6270.2395,1957.1545,3301.8887,2277.1759
2016-12-29,8488.2972,6252.6076,1959.2396,3297.7648,2275.1064
2016-12-30,8490.8611,6263.6256,1962.0587,3310.0808,2286.8984
2017-01-03,8565.1363,6320.7626,1963.255,3342.2272,2307.8917
2017-01-04,8669.9492,6394.6694,1991.5652,3368.3117,2322.2059
2017-01-05,8670.7612,6399.2841,1983.9713,3367.7892,2322.6843
2017-01-06,8609.8985,6371.6168,1965.03,3347.6665,2308.9363
2017-01-09,8653.8468,6415.4176,1961.6191,3363.9014,2318.3365
2017-01-10,8609.5533,6393.9283,1951.6773,3358.2716,2312.5985
2017-01-11,8519.845,6331.9638,1937.5466,3334.4954,2300.4749
2017-01-12,8443.2609,6272.851,1930.1447,3317.6241,2295.4033
2017-01-13,8286.2411,6194.6575,1899.9428,3319.9122,2308.0552
2017-01-16,7931.9554,6031.2414,1830.8477,3319.4455,2337.3944
2017-01-17,8028.6514,6082.0657,1867.8683,3326.3563,2329.595
2017-01-18,7989.1406,6068.593,1845.7875,3339.3653,2342.7751
2017-01-19,7955.3917,6043.675,1844.14,3329.2891,2334.9572
2017-01-20,8087.7723,6121.9983,1880.7483,3354.8891,2347.1829
2017-01-23,8169.1089,6172.1671,1887.3245,3364.0808,2347.1047
2017-01-24,8123.5863,6165.2642,1861.2158,3364.4509,2352.4242
2017-01-25,8150.5957,6179.5681,1870.7028,3375.9042,2358.6974
2017-01-26,8205.8706,6223.7061,1886.232,3387.9606,2364.0244
2017-02-03,8182.2785,6207.0921,1876.7607,3364.4923,2339.9894
2017-02-06,8280.0082,6259.2471,1900.4472,3373.2051,2343.9673
2017-02-07,8282.3749,6255.927,1889.1337,3365.6849,2337.5346
2017-02-08,8342.4339,6291.5977,1903.6279,3383.2878,2346.4263
2017-02-09,8410.2611,6331.1771,1914.0823,3396.2924,2354.9009
2017-02-10,8380.7863,6337.1081,1904.6849,3413.4868,2368.1834
2017-02-13,8432.9571,6369.6526,1913.6805,3436.275,2379.3057
2017-02-14,8423.8355,6374.8852,1909.3954,3435.8042,2373.5138
2017-02-15,8344.0744,6311.6959,1892.357,3421.7131,2372.192
2017-02-16,8397.5621,6359.3361,1897.6297,3440.9331,2376.7626
2017-02-17,8324.4171,6307.1627,1882.8685,3421.4419,2362.7086
2017-02-20,8397.2435,6385.0625,1894.9616,3471.3926,2394.1201
2017-02-21,8479.6076,6434.4383,1921.0773,3482.823,2396.8843
2017-02-22,8510.3052,6474.225,1919.9732,3489.7567,2398.1922
2017-02-23,8512.7047,6473.993,1925.9512,3473.3236,2387.4172
2017-02-24,8543.4486,6476.1655,1938.4445,3473.8517,2389.8774
2017-02-27,8476.9064,6424.2549,1926.7715,3446.2228,2370.5594
2017-02-28,8508.0859,6450.9701,1927.1597,3452.8103,2370.707
2017-03-01,8526.4715,6467.6385,1931.9682,3458.4376,2371.9252
2017-03-02,8471.44,6434.6262,1920.4049,3435.0963,2354.9134
2017-03-03,8505.4516,6452.839,1928.289,3427.8628,2347.1456
2017-03-06,8608.1538,6517.3235,1962.7697,3446.484,2349.8889
2017-03-07,8624.4654,6523.1868,1977.8531,3453.9565,2356.2933
2017-03-08,8589.8697,6497.0878,1964.6284,3448.7313,2358.074
2017-03-09,8535.5563,6439.3822,1953.9425,3426.9438,2346.5527
2017-03-10,8537.7803,6447.9165,1950.0077,3427.8916,2339.2339
2017-03-13,8598.5181,6507.8964,1970.8788,3458.098,2354.8904
2017-03-14,8581.7132,6493.4846,1958.023,3456.6934,2354.8998
2017-03-15,8574.0297,6486.0616,1957.8199,3463.6436,2357.3071
2017-03-16,8664.9807,6543.3407,1966.7266,3481.5066,2369.194
2017-03-17,8603.8652,6483.2463,1949.661,3445.8051,2346.9602
2017-03-20,8634.8437,6498.3416,1953.8158,3449.6126,2350.0671
2017-03-21,8639.5664,6515.9458,1961.0632,3466.3468,2357.1359
2017-03-22,8592.5076,6499.7928,1948.5799,3450.0502,2338.5468
2017-03-23,8590.9601,6512.1874,1948.3692,3461.9782,2347.4342
2017-03-24,8602.2898,6546.615,1965.1368,3489.5997,2365.6043
2017-03-27,8586.9104,6516.0326,1947.5282,3478.0385,2364.4277
2017-03-28,8558.072,6498.6902,1944.3626,3469.8093,2356.3135
2017-03-29,8488.2171,6480.543,1929.1958,3465.1933,2352.6937
2017-03-30,8315.0453,6375.7437,1893.7009,3436.758,2346.6672
2017-03-31,8339.1462,6401.6479,1907.3381,3456.0455,2359.752
2017-04-05,8522.0098,6539.9665,1943.1602,3503.8932,2384.2636
2017-04-06,8543.663,6559.6526,1944.2345,3514.0469,2390.3893
2017-04-07,8544.747,6578.726,1946.0485,3517.4634,2388.2714
2017-04-10,8449.1568,6566.5441,1912.4507,3505.1392,2379.1574
2017-04-11,8514.4359,6629.1661,1917.6329,3517.328,2382.1093
2017-04-12,8444.3937,6576.4761,1897.5065,3509.4387,2378.8628
2017-04-13,8470.3131,6615.7042,1910.476,3514.5662,2368.1061
2017-04-14,8345.6516,6528.1624,1887.4603,3486.5045,2355.5204
2017-04-17,8220.6567,6456.598,1868.2814,3479.9417,2357.5233
2017-04-18,8136.409,6418.2114,1848.2027,3462.7429,2337.3507
2017-04-19,8033.5026,6350.6465,1845.3821,3445.8761,2325.0424
2017-04-20,7987.6508,6347.7732,1850.39,3461.5481,2335.6472
2017-04-21,7945.39,6300.7128,1839.0064,3466.7865,2347.6745
2017-04-24,7698.2848,6138.5049,1809.9113,3431.2587,2341.9296
2017-04-25,7723.9994,6160.4612,1818.8704,3440.9743,2344.741
2017-04-26,7751.9441,6176.3981,1820.4805,3445.1832,2344.5049
2017-04-27,7799.1219,6192.3044,1842.9222,3446.7202,2351.6403
2017-04-28,7842.0823,6211.8624,1850.7336,3439.753,2347.0391
2017-05-02,7845.4678,6216.115,1850.8493,3426.5766,2336.7917
2017-05-03,7830.6375,6197.4779,1840.4534,3413.1282,2329.7661
2017-05-04,7804.5795,6176.3053,1838.1038,3404.3864,2325.4332
2017-05-05,7700.2646,6089.6828,1818.1911,3382.5502,2320.602
2017-05-08,7555.2827,5975.5395,1788.7083,3358.8125,2326.0968
2017-05-09,7602.9617,6012.0016,1802.4908,3352.5324,2316.2944
2017-05-10,7451.7759,5885.841,1771.3195,3337.7007,2324.9219
2017-05-11,7387.1534,5872.6391,1772.4131,3356.6459,2339.2903
2017-05-12,7371.3016,5863.7832,1774.6277,3385.3787,2375.4495
2017-05-15,7391.6054,5893.5075,1778.6359,3399.1937,2381.7516
2017-05-16,7549.7649,6014.7344,1814.9405,3428.6491,2381.317
2017-05-17,7570.4388,6027.6504,1822.6389,3409.9656,2363.5591
2017-05-18,7519.1915,5976.2998,1813.5065,3398.1127,2354.753
2017-05-19,7510.1064,5974.9772,1801.0776,3403.8492,2361.6616
2017-05-22,7372.79,5888.8127,1788.0753,3411.2387,2381.5525
2017-05-23,7138.2383,5764.8759,1758.2348,3424.194,2411.7999
2017-05-24,7172.143,5799.2499,1776.2778,3424.1669,2407.5706
2017-05-25,7232.6313,5850.8006,1777.6939,3485.6581,2473.4953
2017-05-26,7233.3384,5836.9338,1759.6318,3480.4345,2471.2141
2017-05-31,7212.6958,5824.1042,1763.7292,3492.8845,2479.078
2017-06-01,7016.304,5709.9994,1728.488,3497.7382,2496.4482
2017-06-02,7094.4274,5772.5174,1745.9265,3486.5074,2475.4636
2017-06-05,7160.5273,5815.8022,1761.2457,3468.7538,2450.3457
2017-06-06,7197.6176,5841.5232,1766.3934,3492.8816,2466.0064
2017-06-07,7347.5974,5955.0153,1799.8524,3533.8718,2484.0334
2017-06-08,7342.4822,5958.977,1794.7496,3560.9786,2507.0335
2017-06-09,7348.5208,5969.2741,1796.1348,3576.1703,2519.2731
2017-06-12,7246.7127,5902.8551,1775.5508,3574.3894,2521.1681
2017-06-13,7352.9763,5980.0566,1795.6316,3582.2674,2515.1427
2017-06-14,7362.8557,5966.4314,1790.6354,3535.2987,2477.3173
2017-06-15,7455.3876,6021.1651,1816.2585,3528.7926,2461.974
2017-06-16,7442.9532,6012.9996,1810.0526,3518.7611,2452.7899
2017-06-19,7489.7603,6057.4115,1816.3997,3553.6653,2484.1159
2017-06-20,7503.8007,6066.9046,1820.9764,3546.494,2474.4253
2017-06-21,7504.1922,6078.1925,1824.6908,3587.955,2497.2544
2017-06-22,7371.9617,5992.3352,1798.3806,3590.3425,2516.6729
2017-06-23,7376.6653,6010.3137,1807.4288,3622.8831,2529.0983
2017-06-26,7462.0958,6111.6406,1821.2775,3668.0919,2543.3213
2017-06-27,7474.0329,6113.1658,1819.9338,3674.7152,2554.6996
2017-06-28,7423.4682,6086.2112,1808.1995,3646.1666,2537.6363
2017-06-29,7456.6719,6116.9932,1813.5524,3668.8279,2552.9754
2017-06-30,7465.7623,6138.1556,1818.0668,3666.7977,2549.9676
2017-07-03,7537.106,6177.3953,1835.9857,3650.8463,2534.3675
2017-07-04,7523.6952,6146.8527,1829.5051,3619.9841,2511.1507
2017-07-05,7588.087,6193.9641,1836.6309,3659.6795,2548.0993
2017-07-06,7601.7853,6201.6535,1838.9952,3660.0967,2553.8793
2017-07-07,7623.3803,6226.0108,1835.439,3655.9293,2543.6576
2017-07-10,7577.8179,6206.5568,1803.2473,3653.6868,2550.1147
2017-07-11,7484.0582,6128.9942,1783.9117,3670.8086,2570.5919
2017-07-12,7474.3329,6132.9922,1786.7462,3658.8236,2565.1428
2017-07-13,7474.2995,6149.9337,1778.8626,3686.9205,2600.9535
2017-07-14,7433.1796,6128.7397,1745.5672,3703.094,2622.9835
2017-07-17,7048.5352,5876.4592,1656.4333,3663.5575,2631.4144
2017-07-18,7109.6,5938.4342,1667.4881,3667.1807,2624.3081
2017-07-19,7202.8053,6059.3582,1684.771,3729.7466,2657.8882
2017-07-20,7244.9003,6099.2835,1688.6097,3747.8843,2665.4483
2017-07-21,7252.7072,6126.1083,1690.1454,3728.5976,2639.2128
2017-07-24,7292.6485,6167.1282,1686.4385,3743.4686,2654.3785
2017-07-25,7278.8429,6153.5984,1688.0945,3719.559,2643.0733
2017-07-26,7289.8774,6146.7028,1681.3097,3705.3884,2636.2005
2017-07-27,7383.1148,6184.0207,1742.1908,3712.1947,2636.6262
2017-07-28,7386.2077,6215.4633,1734.0736,3721.8914,2636.3937
2017-07-31,7444.9572,6298.0004,1736.3,3737.8732,2638.1244
2017-08-01,7452.9334,6286.5362,1741.0741,3770.3828,2681.8054
2017-08-02,7389.5098,6251.8627,1724.833,3760.8525,2680.6314
2017-08-03,7424.1071,6261.9676,1733.1235,3727.8264,2646.2164
2017-08-04,7389.1455,6225.1151,1719.6172,3707.5796,2627.8026
2017-08-07,7445.1799,6303.4209,1732.4341,3726.7948,2634.1759
2017-08-08,7470.6933,6303.716,1762.4211,3732.2129,2635.1841
2017-08-09,7495.3878,6340.022,1763.0491,3731.044,2620.3807
2017-08-10,7441.2365,6289.2174,1753.6692,3715.9208,2611.3412
2017-08-11,7328.4015,6161.1903,1742.1394,3647.3503,2570.2565
2017-08-14,7474.6438,6292.6418,1793.4818,3694.6831,2591.4536
2017-08-15,7507.2913,6314.7608,1798.5691,3706.0566,2605.2415
2017-08-16,7544.387,6318.7986,1825.1869,3701.4207,2595.0017
2017-08-17,7614.2121,6366.034,1833.3982,3721.277,2604.0837
2017-08-18,7576.0546,6347.7557,1821.8032,3724.6748,2613.2647
2017-08-21,7631.75,6403.7803,1829.2167,3740.9941,2616.8248
2017-08-22,7585.1122,6375.9814,1814.9153,3752.298,2643.5032
2017-08-23,7534.4608,6322.7819,1807.3663,3756.0884,2659.7804
2017-08-24,7486.0579,6278.59,1795.7391,3734.6458,2646.4016
2017-08-25,7559.3055,6346.5305,1812.8781,3795.7544,2706.2421
2017-08-28,7642.6463,6424.5841,1842.8285,3842.7119,2736.4617
2017-08-29,7623.255,6408.1567,1831.5912,3834.5376,2739.129
2017-08-30,7654.3722,6453.4636,1838.6308,3834.3005,2728.2308
2017-08-31,7679.871,6470.4259,1849.3789,3822.0928,2714.6313
2017-09-01,7739.9053,6526.5046,1865.25,3830.5383,2710.1186
2017-09-04,7798.1786,6564.6804,1883.6179,3845.6163,2711.3475
2017-09-05,7800.5374,6571.8591,1885.1622,3857.0464,2729.8476
2017-09-06,7858.2849,6607.1176,1902.8567,3849.4499,2714.3309
2017-09-07,7823.3992,6558.5963,1890.3823,3829.8713,2691.829
2017-09-08,7838.7959,6574.1826,1885.2737,3825.9895,2686.6899
2017-09-11,7920.6904,6649.6276,1896.3754,3825.6453,2674.7502
2017-09-12,7899.4235,6644.0118,1884.4841,3837.9341,2692.5401
2017-09-13,7928.751,6684.3798,1888.4324,3842.6061,2687.6707
2017-09-14,7916.6655,6672.1849,1879.2524,3829.9554,2672.8364
2017-09-15,7880.5664,6622.0438,1875.6347,3831.2965,2668.3759
2017-09-18,7941.6827,6669.4548,1894.8022,3843.1428,2674.1759
2017-09-19,7905.705,6636.0201,1880.2964,3832.1161,2670.6914
2017-09-20,7975.3898,6692.4724,1892.6689,3842.4353,2662.6266
2017-09-21,7886.5153,6612.0456,1872.7698,3837.8176,2675.5508
2017-09-22,7849.7265,6572.0096,1866.4245,3837.7304,2679.0529
2017-09-25,7731.7977,6489.8441,1843.6213,3817.7915,2680.6516
2017-09-26,7746.2385,6520.7175,1839.4553,3820.7816,2678.9912
2017-09-27,7810.234,6583.1401,1854.9428,3821.2,2661.5532
2017-09-28,7768.3752,6567.7915,1854.7341,3822.5386,2661.2832
2017-09-29,7842.5861,6603.2587,1866.9817,3836.5013,2672.3272
2017-10-09,7941.1804,6678.371,1889.8381,3882.2076,2692.0769
2017-10-10,7994.4594,6705.4812,1917.4576,3889.8637,2695.5374
2017-10-11,7961.1104,6666.4696,1901.5506,3902.6868,2707.5221
2017-10-12,7940.1376,6659.0957,1899.9862,3912.9536,2718.3508
2017-10-13,7972.4194,6709.8164,1926.0744,3921.0017,2713.3767
2017-10-16,7819.5861,6619.2056,1882.6861,3913.4462,2726.6423
2017-10-17,7805.0681,6612.9428,1876.9913,3913.0688,2723.5345
2017-10-18,7730.2716,6563.4369,1868.1586,3944.1626,2753.0105
2017-10-19,7656.0557,6501.3999,1862.6112,3931.2495,2756.0354
2017-10-20,7751.428,6571.424,1880.2142,3926.852,2737.6411
2017-10-23,7793.5367,6612.7637,1898.7594,3930.7981,2734.3683
2017-10-24,7752.9235,6603.0042,1901.6928,3959.3953,2753.6492
2017-10-25,7799.7488,6647.892,1913.2643,3976.949,2752.1394
2017-10-26,7830.1058,6671.9288,1910.7217,3993.5752,2771.0435
2017-10-27,7770.7127,6630.8067,1896.2235,4021.9676,2814.272
2017-10-30,7574.6548,6511.7616,1855.9863,4009.7218,2809.1069
2017-10-31,7631.5334,6560.2054,1869.7873,4006.7179,2793.7119
2017-11-01,7635.4351,6552.9545,1872.7464,3996.6221,2789.4022
2017-11-02,7542.3547,6484.9258,1847.565,3997.1343,2794.1017
2017-11-03,7476.981,6426.9799,1832.9665,3992.6979,2800.4688
2017-11-06,7551.3531,6511.0958,1850.3028,4020.8896,2792.2237
2017-11-07,7596.1679,6551.9363,1859.0682,4054.2465,2821.9558
2017-11-08,7617.5246,6561.6897,1866.1423,4048.0057,2819.9571
2017-11-09,7656.668,6611.3517,1884.1117,4075.8998,2832.9612
2017-11-10,7669.971,6641.2164,1900.6308,4111.9112,2862.3432
2017-11-13,7681.6349,6671.2054,1906.4371,4128.0733,2873.5145
2017-11-14,7627.4935,6614.5136,1896.721,4099.351,2861.4234
2017-11-15,7556.4211,6537.6563,1868.0808,4073.6696,2850.0504
2017-11-16,7535.5894,6558.3085,1878.2595,4105.0122,2879.3977
2017-11-17,7272.656,6361.9415,1833.8951,4120.8508,2938.7983
2017-11-20,7292.456,6433.1702,1859.7498,4143.8334,2941.1532
2017-11-21,7289.3069,6456.352,1856.9607,4217.7015,2987.1731
2017-11-22,7297.3911,6439.4419,1853.3781,4227.5666,3012.3552
2017-11-23,7129.0547,6274.5116,1794.7808,4102.3966,2940.7256
2017-11-24,7139.5525,6278.0287,1782.6567,4104.2034,2936.8339
2017-11-27,7065.8401,6194.5522,1760.8995,4049.9475,2917.306
2017-11-28,7176.9202,6299.3122,1793.8676,4055.8235,2897.107
2017-11-29,7193.1197,6318.3684,1787.3816,4053.7529,2893.2825
2017-11-30,7153.5725,6263.421,1770.3016,4006.0993,2863.4469
2017-12-01,7215.7755,6316.4072,1804.6224,3998.1365,2842.1841
2017-12-04,7139.7488,6279.6206,1797.7654,4018.8571,2861.3609
2017-12-05,6946.5567,6132.912,1758.5897,4040.1704,2910.4755
2017-12-06,7016.7644,6172.8031,1784.3148,4015.8211,2875.7315
2017-12-07,7012.7074,6135.4702,1776.9899,3971.0569,2848.888
2017-12-08,7078.0006,6203.1433,1792.1554,4003.3792,2865.3407
2017-12-11,7160.4254,6286.1656,1816.9847,4069.4997,2899.1036
2017-12-12,7095.5946,6233.2115,1798.6909,4016.0163,2850.1969
2017-12-13,7139.7185,6277.441,1806.0902,4050.0927,2872.94
2017-12-14,7146.4493,6284.0807,1794.3441,4026.1516,2850.0458
2017-12-15,7122.7479,6235.7608,1783.9732,3980.8558,2820.1666
2017-12-18,7075.8654,6199.9889,1780.6443,3985.2914,2829.0585
2017-12-19,7115.8513,6251.2416,1798.5023,4035.3294,2873.0302
2017-12-20,7041.4998,6199.3628,1782.4132,4030.4898,2879.6434
2017-12-21,7051.3389,6238.4987,1789.7362,4067.8485,2895.3659
2017-12-22,7037.3972,6242.8847,1779.3392,4054.5984,2880.7725
2017-12-25,6940.511,6185.5907,1755.806,4041.5401,2880.0968
2017-12-26,6970.7456,6220.1473,1758.8205,4053.6224,2894.3358
2017-12-27,6942.5392,6173.1528,1745.236,3991.2075,2839.6346
2017-12-28,6956.4829,6204.2702,1745.0175,4018.8974,2859.0537
2017-12-29,7017.3512,6250.8207,1752.652,4030.8549,2860.4363
2018-01-02,7092.0947,6332.2269,1769.6718,4087.4012,2908.7318
2018-01-03,7159.8758,6388.2533,1795.3831,4111.3925,2913.2596
2018-01-04,7174.865,6417.535,1794.6087,4128.8119,2919.4787
2018-01-05,7176.8679,6417.2537,1801.4185,4138.7505,2932.3558
2018-01-08,7188.2906,6446.1818,1806.1562,4160.1595,2947.7613
2018-01-09,7176.7416,6445.7462,1803.5858,4189.2977,2969.3175
2018-01-10,7138.781,6405.9395,1791.0845,4207.8132,2995.5641
2018-01-11,7175.3982,6425.9401,1804.2349,4205.5863,2997.0448
2018-01-12,7127.828,6399.3737,1785.705,4225.001,3018.5957
2018-01-15,6929.3071,6253.3759,1732.6225,4225.2393,3048.8075
2018-01-16,6960.6772,6301.1327,1729.5974,4258.473,3063.8609
2018-01-17,6942.863,6267.4599,1742.0344,4248.1164,3076.1819
2018-01-18,6955.232,6286.8007,1738.0019,4271.4168,3106.5516
2018-01-19,6938.3117,6272.38,1728.1396,4285.395,3117.8212
2018-01-22,7014.5476,6347.6383,1768.214,4336.5974,3130.3299
2018-01-23,7019.9751,6354.9978,1767.829,4382.6129,3176.5042
2018-01-24,7072.4062,6394.2999,1813.2751,4389.8853,3180.3318
2018-01-25,7062.6351,6382.7165,1810.8346,4365.0794,3157.4592
2018-01-26,7056.0133,6383.6312,1816.8003,4381.2996,3172.7776
2018-01-29,6972.4791,6309.8836,1799.7709,4302.0181,3120.6951
2018-01-30,6955.2425,6313.442,1782.399,4256.1021,3079.1178
2018-01-31,6791.0094,6189.3413,1735.057,4275.8986,3116.8331
2018-02-01,6506.4526,5984.7428,1697.39,4245.8978,3141.23
2018-02-02,6487.8671,6004.8494,1702.4264,4271.2326,3149.6414
2018-02-05,6461.8128,5998.2236,1688.2724,4274.1464,3181.3393
2018-02-06,6142.6681,5704.2641,1598.1161,4148.8856,3117.4905
2018-02-07,6158.2574,5711.3322,1616.4003,4050.4972,3029.6011
2018-02-08,6238.2209,5766.4797,1641.4307,4012.0472,2945.8438
2018-02-09,6053.0204,5554.8974,1592.5102,3840.6527,2810.0273
2018-02-12,6203.7517,5699.0979,1648.0721,3890.1046,2805.211
2018-02-13,6216.5101,5736.9505,1648.5816,3935.6324,2852.7169
2018-02-14,6230.6628,5754.8344,1646.7714,3966.9614,2871.7873
